agent_id,name,category_or_expert_in,aaf_edit_url,aaf_public_url,short_description,tools,visibility_status,public_safe_status,qa_status,duplicate_possible,notes
79d4336e-5d0c-46bf-b8d2-07eed5e06ac5,"GeoNarrative Insight Analyst","Geopolitical Media & Narrative Strategist","https://chat.actualarmor.com/agent/79d4336e-5d0c-46bf-b8d2-07eed5e06ac5","UNKNOWN","Expert in multi-modal geopolitical analysis, deconstructing video narratives, propaganda techniques, and persuasive strategies with high precision.","createPieChart, createBarChart, createTable, webSearch, webContent, video-transcribe",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
faf6c147-532d-4b94-a93f-478424e1b56e,"Twitter UGC Scout","B2C Influencer Marketing Agent","https://chat.actualarmor.com/agent/faf6c147-532d-4b94-a93f-478424e1b56e","UNKNOWN","Scouts Twitter (X) for authentic micro-influencers and everyday creators to build localized, niche-specific PR and UGC partnership lists.","apidojo_tweet_scraper, createPieChart, createTable",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
18a69f39-4160-4573-9456-e12c3418aaa5,"Twitter Competitor Interception Agent","Social Selling and Competitor Intelligence Expert","https://chat.actualarmor.com/agent/18a69f39-4160-4573-9456-e12c3418aaa5","UNKNOWN","Monitors competitors on Twitter to identify dissatisfied customers and churn risks, enabling strategic lead interception.","apidojo_tweet_scraper, createPieChart, createTable",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
02da1742-821f-43ee-9439-264aab871715,"Twitter LeadGen Matrix","Social Selling and Lead Generation Expert","https://chat.actualarmor.com/agent/02da1742-821f-43ee-9439-264aab871715","UNKNOWN","Expert Social Selling agent that finds highly qualified, warm leads on Twitter (X) who are actively expressing pain points or buying intent.","apidojo_tweet_scraper, createPieChart, createTable",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
1757e2d0-6603-4089-9b8f-c4bd826d46aa,"Twitter Narrative Analysis Agent","Expert Social Media Intelligence Analyst","https://chat.actualarmor.com/agent/1757e2d0-6603-4089-9b8f-c4bd826d46aa","UNKNOWN","An expert Social Media Intelligence Agent that scrapes Twitter to analyze public sentiment, dominant narratives, and key arguments around specific topics.","apidojo_tweet_scraper, createTable",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
c97bb5cc-4d36-46bd-9899-54fb40ce0ca6,"Facebook SocialIntel AI","Elite Social Media Intelligence Analyst","https://chat.actualarmor.com/agent/c97bb5cc-4d36-46bd-9899-54fb40ce0ca6","UNKNOWN","Analyzes Facebook page content and generates personalized B2B sales icebreakers","apify_facebook_posts_scraper, createPieChart, createTable, webSearch, webContent, createBarChart, createLineChart",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
00114712-6cb6-4d4d-9dc7-2f9148f9f4d4,"LinkedIn Profile Viewer","","https://chat.actualarmor.com/agent/00114712-6cb6-4d4d-9dc7-2f9148f9f4d4","UNKNOWN","View any LinkedIn profile anonymously — no login, no account, no trace","dev_fusion_linkedin_profile_scraper, createTable",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
7d7842a7-8fab-4adf-9a9a-bf70316cf83b,"The Scalpel","Senior Intelligence & OSINT Analyst","https://chat.actualarmor.com/agent/7d7842a7-8fab-4adf-9a9a-bf70316cf83b","UNKNOWN","An elite InfoOps analyst designed to deconstruct narratives, verify atomic claims against primary sources, and identify cognitive manipulation with clinical precision.","webSearch, webContent",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
98cfd678-ea3d-490c-9b56-a84b1401d2ea,"Senior_GEOINT_Analyst","Senior Geospatial Intelligence (GEOINT) Analyst","https://chat.actualarmor.com/agent/98cfd678-ea3d-490c-9b56-a84b1401d2ea","UNKNOWN","An elite geospatial intelligence agent that methodically geolocates images and videos through interactive, coarse-to-fine environmental analysis.","createTable, webSearch, webContent, python-execution, video-transcribe",private,INTERNAL_OR_TEST,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
3033e48f-beb1-484b-b630-be4e0b588931,"AI_Readiness_Hunter_AA","Market Intelligence & B2B Lead Generation Expert","https://chat.actualarmor.com/agent/3033e48f-beb1-484b-b630-be4e0b588931","UNKNOWN","Identifies traditional enterprises in the early stages of AI adoption by monitoring job postings, generating qualified B2B leads for AI security solutions.","webSearch, python-execution, crawlworks_linkedin_job_scraper",private,INTERNAL_OR_TEST,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
95cb4951-f5cb-4a36-b0e6-545a5ab84f4f,"Cyber-Lead Architect","B2B Cybersecurity Sales Development Representative (SDR)","https://chat.actualarmor.com/agent/95cb4951-f5cb-4a36-b0e6-545a5ab84f4f","UNKNOWN","An expert B2B cybersecurity SDR that identifies high-level decision makers, extracts deep LinkedIn intelligence, and generates hyper-personalized outreach data.","createTable, webSearch, dev_fusion_linkedin_profile_scraper",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
49d51fde-97b2-4fd3-b18b-a717a4f4c487,"Sales Intel Scout","Sales Intelligence & Lead Generation Expert","https://chat.actualarmor.com/agent/49d51fde-97b2-4fd3-b18b-a717a4f4c487","UNKNOWN","Automates LinkedIn prospect research, calculates profile viability scores, and generates actionable sales intelligence dossiers.","createTable, python-execution, dev_fusion_linkedin_profile_scraper",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
0979a21f-bc9a-496f-acef-6f0a58ff1a50,"OSINT LinkedIn Lead Generation Specialist","Елітний OSINT-спеціаліст та експерт з генерації B2B лідів","https://chat.actualarmor.com/agent/0979a21f-bc9a-496f-acef-6f0a58ff1a50","UNKNOWN","LinkedIn profile analysis & lookalike search using X-Ray and automated scoring.","createTable, webSearch, python-execution, dev_fusion_linkedin_profile_scraper",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
d73d2794-f676-4d21-afdc-b851b81349ff,"B2B Strategy & DISC Profiler","Elite B2B Sales Strategist & Behavioral Psychology Expert","https://chat.actualarmor.com/agent/d73d2794-f676-4d21-afdc-b851b81349ff","UNKNOWN","Transforms LinkedIn profile data into actionable negotiation strategies using DISC behavioral analysis and trigger detection for compliance and AI adoption.","createTable, webSearch, webContent, python-execution, dev_fusion_linkedin_profile_scraper",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
c16cbe74-39e7-4084-8a0c-bf08af60c0b7,"B2B_Sales_Orchestrator","Elite B2B Sales Strategist & Profiler","https://chat.actualarmor.com/agent/c16cbe74-39e7-4084-8a0c-bf08af60c0b7","UNKNOWN","An elite B2B sales strategist that profiles LinkedIn leads, finds lookalike prospects, and maps company buying committees.","createTable, webSearch, webContent, dev_fusion_linkedin_profile_scraper",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
8eec23bf-1864-440b-bb71-ba15ca17f88a,"Li Buying Committee Builder","B2B Sales and ABM Expert","https://chat.actualarmor.com/agent/8eec23bf-1864-440b-bb71-ba15ca17f88a","UNKNOWN","B2B Sales and ABM Expert that identifies key decision-makers using X-Ray search to build buying committees for target accounts.","createTable, webSearch, dev_fusion_linkedin_profile_scraper",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
62b082e2-6acf-490a-ac35-582401a0c6ae,"LinkedIn Lead Intel AI.","Sales Intelligence Researcher","https://chat.actualarmor.com/agent/62b082e2-6acf-490a-ac35-582401a0c6ae","UNKNOWN","Find B2B decision-makers, build targeted prospect lists, and conduct X-ray searches on LinkedIn and job boards","createTable, webSearch, webContent, crawlworks_linkedin_job_scraper, dev_fusion_linkedin_profile_scraper",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
117ccab8-573e-4c43-ab7c-0566a2863c40,"OSINT Grandmaster","Elite Open Source Intelligence Analyst","https://chat.actualarmor.com/agent/117ccab8-573e-4c43-ab7c-0566a2863c40","UNKNOWN","An elite intelligence analyst specializing in open-source data gathering, Telegram monitoring, and strategic information synthesis with interactive reporting.","createBarChart, createLineChart, createTable, webSearch, webContent, python-execution, video-transcribe, channels_search, channel_info, channel_stats, channel_mentions, group_info, group_stats, messages_channel, messages_group, messages_views, charts_subscribers, charts_reach",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
9e8e7df9-f49d-4283-85cd-20eaeb823905,"Competitor Insight Analyst","Strategic Market Researcher","https://chat.actualarmor.com/agent/9e8e7df9-f49d-4283-85cd-20eaeb823905","UNKNOWN","An interactive strategic advisor that analyzes Telegram channels, benchmarks against competitors, and provides actionable growth recommendations focusing on trust and engagement.","createBarChart, createTable, channels_search, channel_info, channel_stats, messages_channel",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
b327e52c-c461-4d55-a24a-502b2ce9f9c2,"Telegram Narrative Monitor","Narrative Intelligence Analyst","https://chat.actualarmor.com/agent/b327e52c-c461-4d55-a24a-502b2ce9f9c2","UNKNOWN","An interactive analyst that tracks Telegram mentions, sentiment, and emerging narratives for channels or keywords using Telemetr.io data and Actual Armor verification principles.","createPieChart, createBarChart, createTable, webSearch, channels_search, channel_info, channel_stats, channel_mentions, messages_channel",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
371001ee-0d31-49ac-b99b-61040ab7c977,"TeleBoost Strategist","Telegram Growth & Analytics Expert","https://chat.actualarmor.com/agent/371001ee-0d31-49ac-b99b-61040ab7c977","UNKNOWN","An interactive Telegram growth consultant that analyzes channel metrics via Telemetr.io to provide bite-sized, actionable strategies.","createBarChart, createLineChart, webSearch, channels_search, channel_info, channel_stats, messages_channel",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
f33fb9f7-119a-4e67-9e99-efad2e341ff1,"Telegram Forensic Analyst","Forensic Content Analyst","https://chat.actualarmor.com/agent/f33fb9f7-119a-4e67-9e99-efad2e341ff1","UNKNOWN","A specialized agent that analyzes Telegram channel performance, identifies content patterns, and provides actionable optimization strategies focusing on engagement and trust.","createBarChart, createLineChart, channels_search, channel_stats, messages_channel",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
c0a530c4-8130-483e-bbc3-76e367378513,"Telegram Monetization Expert","Telegram Business Consultant & Monetization Strategist","https://chat.actualarmor.com/agent/c0a530c4-8130-483e-bbc3-76e367378513","UNKNOWN","Analyzes Telegram channels to estimate commercial potential, recommends ethical monetization strategies, and guides partner vetting using real-time metrics and the Actual Armor framework.","createBarChart, createTable, webSearch, channels_search, channel_info, channel_stats, messages_channel",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
4ecaadd3-8d75-4e02-aec5-0fc3d5c7ac08,"Telegram Engagement Strategist","Community Management & Content Strategy Expert","https://chat.actualarmor.com/agent/4ecaadd3-8d75-4e02-aec5-0fc3d5c7ac08","UNKNOWN","An expert agent that analyzes Telegram channel data to provide actionable engagement strategies, interactive content ideas, and community building tactics.","channels_search, channel_info, channel_stats, messages_channel",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
5dec03e8-dbf7-4515-924f-69b922b925da,"Social Identity Auditor","Digital Brand Strategist","https://chat.actualarmor.com/agent/5dec03e8-dbf7-4515-924f-69b922b925da","UNKNOWN","A comprehensive digital footprint analyzer that reviews social media presence across platforms, ensuring brand consistency and providing strategic growth advice.","createTable, webSearch, webContent, channels_search, channel_info, channel_stats, messages_channel",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
01ede650-cc17-4226-a636-36339f1934d3,"Telegram Audience Insights & Content Tuner","Telegram Audience & Content Strategist","https://chat.actualarmor.com/agent/01ede650-cc17-4226-a636-36339f1934d3","UNKNOWN","Analyzes Telegram channels to create detailed audience profiles and data-driven content strategies. It provides actionable recommendations to boost engagement and integrates critical thinking frameworks.","createPieChart, createBarChart, webSearch, channels_search, channel_info, channel_stats, messages_channel",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
f47bad0a-1183-468b-8b50-f5afd428d0b7,"Telegram Ads Creative Architect","Senior Telegram Ads Copywriter & Compliance Specialist","https://chat.actualarmor.com/agent/f47bad0a-1183-468b-8b50-f5afd428d0b7","UNKNOWN","An expert agent that generates high-performing, compliant Telegram Ad creatives by analyzing channel data via Telemetr and adhering to official Telegram Ads guidelines.","webContent, channels_search, channel_info, channel_stats, messages_channel",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
90e4d883-fdfa-4cec-a007-bbd67b0d15fa,"YouTube Narrative Intelligence Analyst","Senior Media Discourse & Propaganda Analyst","https://chat.actualarmor.com/agent/90e4d883-fdfa-4cec-a007-bbd67b0d15fa","UNKNOWN","An elite media analysis agent capable of dissecting YouTube videos to uncover narrative structures, propaganda techniques, and subtext using transcription and contextual research.","createTable, webSearch, webContent, video-transcribe",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
f5e8800f-fc2c-427d-af28-bf593a07bc5e,"Telegram growth analyst","Telegram Channel Growth Strategist","https://chat.actualarmor.com/agent/f5e8800f-fc2c-427d-af28-bf593a07bc5e","UNKNOWN","A specialized Telegram growth analyst for journalists, leveraging data to provide actionable insights, engagement strategies, and testable hypotheses.","createLineChart, createTable, webSearch, http, channel_info, channel_stats, charts_subscribers, charts_reach",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
da3b91b5-e1b5-4310-87a0-56ce6ddd9faa,"Network Influence Analyst","Network Influence Analyst","https://chat.actualarmor.com/agent/da3b91b5-e1b5-4310-87a0-56ce6ddd9faa","UNKNOWN","Analyzes social graphs to detect Coordinated Inauthentic Behavior (CIB), identify botnets, astroturfing campaigns, and map information operations.","createBarChart, createTable, webSearch, webContent, python-execution",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
28689040-17b1-425b-abfd-7fe865dcc302,"Nexus","Senior Product Manager & Product Strategist","https://chat.actualarmor.com/agent/28689040-17b1-425b-abfd-7fe865dcc302","UNKNOWN","An elite Senior Product Manager agent that transforms vague inputs into professional, strategic Product Requirement Documents (PRDs), conducting market research and ensuring strict architectural rigor.","createBarChart, createLineChart, createTable, webSearch, webContent",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
9b1bd5ca-1575-471e-9abe-935b6934cf08,"Product Architect","Senior Product Manager","https://chat.actualarmor.com/agent/9b1bd5ca-1575-471e-9abe-935b6934cf08","UNKNOWN","An elite Senior Product Manager AI capable of transforming vague ideas into comprehensive Product Requirements Documents (PRDs) through strategic analysis and market research.","createBarChart, createTable, webSearch, webContent",readonly,NEEDS_REVIEW,UNKNOWN,NO,"PROMPT_NEEDS_REVIEW"
